Date,HSN1F
2013-04-18,433.6333333333333
2013-04-19,433.2
2013-04-20,432.76666666666665
2013-04-21,432.3333333333333
2013-04-22,431.9
2013-04-23,431.46666666666664
2013-04-24,431.03333333333336
2013-04-25,430.6
2013-04-26,430.1666666666667
2013-04-27,429.73333333333335
2013-04-28,429.3
2013-04-29,428.8666666666667
2013-04-30,428.43333333333334
2013-05-01,428.0
2013-05-02,429.35483870967744
2013-05-03,430.7096774193548
2013-05-04,432.06451612903226
2013-05-05,433.4193548387097
2013-05-06,434.7741935483871
2013-05-07,436.1290322580645
2013-05-08,437.48387096774195
2013-05-09,438.83870967741933
2013-05-10,440.19354838709677
2013-05-11,441.5483870967742
2013-05-12,442.9032258064516
2013-05-13,444.258064516129
2013-05-14,445.61290322580646
2013-05-15,446.96774193548384
2013-05-16,448.3225806451613
2013-05-17,449.6774193548387
2013-05-18,451.0322580645161
2013-05-19,452.38709677419354
2013-05-20,453.741935483871
2013-05-21,455.0967741935484
2013-05-22,456.4516129032258
2013-05-23,457.80645161290323
2013-05-24,459.16129032258067
2013-05-25,460.51612903225805
2013-05-26,461.8709677419355
2013-05-27,463.2258064516129
2013-05-28,464.5806451612903
2013-05-29,465.93548387096774
2013-05-30,467.2903225806452
2013-05-31,468.64516129032256
2013-06-01,470.0
2013-06-02,466.8333333333333
2013-06-03,463.6666666666667
2013-06-04,460.5
2013-06-05,457.3333333333333
2013-06-06,454.1666666666667
2013-06-07,451.0
2013-06-08,447.8333333333333
2013-06-09,444.6666666666667
2013-06-10,441.5
2013-06-11,438.3333333333333
2013-06-12,435.1666666666667
2013-06-13,432.0
2013-06-14,428.8333333333333
2013-06-15,425.6666666666667
2013-06-16,422.5
2013-06-17,419.3333333333333
2013-06-18,416.1666666666667
2013-06-19,413.0
2013-06-20,409.8333333333333
2013-06-21,406.6666666666667
2013-06-22,403.5
2013-06-23,400.33333333333337
2013-06-24,397.1666666666667
2013-06-25,394.0
2013-06-26,390.83333333333337
2013-06-27,387.6666666666667
2013-06-28,384.5
2013-06-29,381.33333333333337
2013-06-30,378.1666666666667
2013-07-01,375.0
2013-07-02,375.19354838709677
2013-07-03,375.38709677419354
2013-07-04,375.5806451612903
2013-07-05,375.7741935483871
2013-07-06,375.96774193548384
2013-07-07,376.16129032258067
2013-07-08,376.35483870967744
2013-07-09,376.5483870967742
2013-07-10,376.741935483871
2013-07-11,376.93548387096774
2013-07-12,377.1290322580645
2013-07-13,377.3225806451613
2013-07-14,377.51612903225805
2013-07-15,377.7096774193548
2013-07-16,377.9032258064516
2013-07-17,378.0967741935484
2013-07-18,378.2903225806452
2013-07-19,378.48387096774195
2013-07-20,378.6774193548387
2013-07-21,378.8709677419355
2013-07-22,379.06451612903226
2013-07-23,379.258064516129
2013-07-24,379.4516129032258
2013-07-25,379.64516129032256
2013-07-26,379.83870967741933
2013-07-27,380.03225806451616
2013-07-28,380.2258064516129
2013-07-29,380.4193548387097
2013-07-30,380.61290322580646
2013-07-31,380.80645161290323
2013-08-01,381.0
2013-08-02,381.7096774193548
2013-08-03,382.4193548387097
2013-08-04,383.1290322580645
2013-08-05,383.83870967741933
2013-08-06,384.5483870967742
2013-08-07,385.258064516129
2013-08-08,385.96774193548384
2013-08-09,386.6774193548387
2013-08-10,387.38709677419354
2013-08-11,388.0967741935484
2013-08-12,388.80645161290323
2013-08-13,389.51612903225805
2013-08-14,390.2258064516129
2013-08-15,390.93548387096774
2013-08-16,391.64516129032256
2013-08-17,392.35483870967744
2013-08-18,393.06451612903226
2013-08-19,393.7741935483871
2013-08-20,394.48387096774195
2013-08-21,395.19354838709677
2013-08-22,395.9032258064516
2013-08-23,396.61290322580646
2013-08-24,397.3225806451613
2013-08-25,398.0322580645161
2013-08-26,398.741935483871
2013-08-27,399.4516129032258
2013-08-28,400.16129032258067
2013-08-29,400.8709677419355
2013-08-30,401.5806451612903
2013-08-31,402.2903225806452
2013-09-01,403.0
2013-09-02,404.3666666666667
2013-09-03,405.73333333333335
2013-09-04,407.1
2013-09-05,408.46666666666664
2013-09-06,409.8333333333333
2013-09-07,411.2
2013-09-08,412.56666666666666
2013-09-09,413.93333333333334
2013-09-10,415.3
2013-09-11,416.6666666666667
2013-09-12,418.03333333333336
2013-09-13,419.4
2013-09-14,420.76666666666665
2013-09-15,422.1333333333333
2013-09-16,423.5
2013-09-17,424.8666666666667
2013-09-18,426.23333333333335
2013-09-19,427.6
2013-09-20,428.9666666666667
2013-09-21,430.3333333333333
2013-09-22,431.7
2013-09-23,433.06666666666666
2013-09-24,434.43333333333334
2013-09-25,435.8
2013-09-26,437.1666666666667
2013-09-27,438.5333333333333
2013-09-28,439.9
2013-09-29,441.26666666666665
2013-09-30,442.6333333333333
2013-10-01,444.0
2013-10-02,444.06451612903226
2013-10-03,444.1290322580645
2013-10-04,444.19354838709677
2013-10-05,444.258064516129
2013-10-06,444.3225806451613
2013-10-07,444.38709677419354
2013-10-08,444.4516129032258
2013-10-09,444.51612903225805
2013-10-10,444.5806451612903
2013-10-11,444.64516129032256
2013-10-12,444.7096774193548
2013-10-13,444.7741935483871
2013-10-14,444.83870967741933
2013-10-15,444.9032258064516
2013-10-16,444.96774193548384
2013-10-17,445.03225806451616
2013-10-18,445.0967741935484
2013-10-19,445.16129032258067
2013-10-20,445.2258064516129
2013-10-21,445.2903225806452
2013-10-22,445.35483870967744
2013-10-23,445.4193548387097
2013-10-24,445.48387096774195
2013-10-25,445.5483870967742
2013-10-26,445.61290322580646
2013-10-27,445.6774193548387
2013-10-28,445.741935483871
2013-10-29,445.80645161290323
2013-10-30,445.8709677419355
2013-10-31,445.93548387096774
2013-11-01,446.0
2013-11-02,445.56666666666666
2013-11-03,445.1333333333333
2013-11-04,444.7
2013-11-05,444.26666666666665
2013-11-06,443.8333333333333
2013-11-07,443.4
2013-11-08,442.96666666666664
2013-11-09,442.53333333333336
2013-11-10,442.1
2013-11-11,441.6666666666667
2013-11-12,441.23333333333335
2013-11-13,440.8
2013-11-14,440.3666666666667
2013-11-15,439.93333333333334
2013-11-16,439.5
2013-11-17,439.06666666666666
2013-11-18,438.6333333333333
2013-11-19,438.2
2013-11-20,437.76666666666665
2013-11-21,437.3333333333333
2013-11-22,436.9
2013-11-23,436.46666666666664
2013-11-24,436.03333333333336
2013-11-25,435.6
2013-11-26,435.1666666666667
2013-11-27,434.73333333333335
2013-11-28,434.3
2013-11-29,433.8666666666667
2013-11-30,433.43333333333334
2013-12-01,433.0
2013-12-02,433.3225806451613
2013-12-03,433.64516129032256
2013-12-04,433.96774193548384
2013-12-05,434.2903225806452
2013-12-06,434.61290322580646
2013-12-07,434.93548387096774
2013-12-08,435.258064516129
2013-12-09,435.5806451612903
2013-12-10,435.9032258064516
2013-12-11,436.2258064516129
2013-12-12,436.5483870967742
2013-12-13,436.8709677419355
2013-12-14,437.19354838709677
2013-12-15,437.51612903225805
2013-12-16,437.83870967741933
2013-12-17,438.16129032258067
2013-12-18,438.48387096774195
2013-12-19,438.80645161290323
2013-12-20,439.1290322580645
2013-12-21,439.4516129032258
2013-12-22,439.7741935483871
2013-12-23,440.0967741935484
2013-12-24,440.4193548387097
2013-12-25,440.741935483871
2013-12-26,441.06451612903226
2013-12-27,441.38709677419354
2013-12-28,441.7096774193548
2013-12-29,442.0322580645161
2013-12-30,442.35483870967744
2013-12-31,442.6774193548387
2014-01-01,443.0
2014-01-02,442.258064516129
2014-01-03,441.51612903225805
2014-01-04,440.7741935483871
2014-01-05,440.03225806451616
2014-01-06,439.2903225806452
2014-01-07,438.5483870967742
2014-01-08,437.80645161290323
2014-01-09,437.06451612903226
2014-01-10,436.3225806451613
2014-01-11,435.5806451612903
2014-01-12,434.83870967741933
2014-01-13,434.0967741935484
2014-01-14,433.35483870967744
2014-01-15,432.61290322580646
2014-01-16,431.8709677419355
2014-01-17,431.1290322580645
2014-01-18,430.38709677419354
2014-01-19,429.64516129032256
2014-01-20,428.9032258064516
2014-01-21,428.16129032258067
2014-01-22,427.4193548387097
2014-01-23,426.6774193548387
2014-01-24,425.93548387096774
2014-01-25,425.19354838709677
2014-01-26,424.4516129032258
2014-01-27,423.7096774193548
2014-01-28,422.9677419354839
2014-01-29,422.2258064516129
2014-01-30,421.48387096774195
2014-01-31,420.741935483871
2014-02-01,420.0
2014-02-02,419.4642857142857
2014-02-03,418.92857142857144
2014-02-04,418.39285714285717
2014-02-05,417.85714285714283
2014-02-06,417.32142857142856
2014-02-07,416.7857142857143
2014-02-08,416.25
2014-02-09,415.7142857142857
2014-02-10,415.17857142857144
2014-02-11,414.64285714285717
2014-02-12,414.10714285714283
2014-02-13,413.57142857142856
2014-02-14,413.0357142857143
2014-02-15,412.5
2014-02-16,411.9642857142857
2014-02-17,411.42857142857144
2014-02-18,410.89285714285717
2014-02-19,410.35714285714283
2014-02-20,409.82142857142856
2014-02-21,409.2857142857143
2014-02-22,408.75
2014-02-23,408.2142857142857
2014-02-24,407.67857142857144
2014-02-25,407.14285714285717
2014-02-26,406.60714285714283
2014-02-27,406.07142857142856
2014-02-28,405.5357142857143
2014-03-01,405.0
2014-03-02,404.93548387096774
2014-03-03,404.8709677419355
2014-03-04,404.80645161290323
2014-03-05,404.741935483871
2014-03-06,404.6774193548387
2014-03-07,404.61290322580646
2014-03-08,404.5483870967742
2014-03-09,404.48387096774195
2014-03-10,404.4193548387097
2014-03-11,404.35483870967744
2014-03-12,404.2903225806452
2014-03-13,404.2258064516129
2014-03-14,404.16129032258067
2014-03-15,404.0967741935484
2014-03-16,404.03225806451616
2014-03-17,403.96774193548384
2014-03-18,403.9032258064516
2014-03-19,403.83870967741933
2014-03-20,403.7741935483871
2014-03-21,403.7096774193548
2014-03-22,403.64516129032256
2014-03-23,403.5806451612903
2014-03-24,403.51612903225805
2014-03-25,403.4516129032258
2014-03-26,403.38709677419354
2014-03-27,403.3225806451613
2014-03-28,403.258064516129
2014-03-29,403.19354838709677
2014-03-30,403.1290322580645
2014-03-31,403.06451612903226
2014-04-01,403.0
2014-04-02,404.6
2014-04-03,406.2
2014-04-04,407.8
2014-04-05,409.4
2014-04-06,411.0
2014-04-07,412.6
2014-04-08,414.2
2014-04-09,415.8
2014-04-10,417.4
2014-04-11,419.0
2014-04-12,420.6
2014-04-13,422.2
2014-04-14,423.8
2014-04-15,425.4
2014-04-16,427.0
2014-04-17,428.6
2014-04-18,430.2
2014-04-19,431.8
2014-04-20,433.4
2014-04-21,435.0
2014-04-22,436.6
2014-04-23,438.2
2014-04-24,439.8
2014-04-25,441.4
2014-04-26,443.0
2014-04-27,444.6
2014-04-28,446.2
2014-04-29,447.8
2014-04-30,449.4
2014-05-01,451.0
2014-05-02,449.93548387096774
2014-05-03,448.8709677419355
2014-05-04,447.80645161290323
2014-05-05,446.741935483871
2014-05-06,445.6774193548387
2014-05-07,444.61290322580646
2014-05-08,443.5483870967742
2014-05-09,442.48387096774195
2014-05-10,441.4193548387097
2014-05-11,440.35483870967744
2014-05-12,439.2903225806452
2014-05-13,438.2258064516129
2014-05-14,437.16129032258067
2014-05-15,436.0967741935484
2014-05-16,435.03225806451616
2014-05-17,433.9677419354839
2014-05-18,432.9032258064516
2014-05-19,431.83870967741933
2014-05-20,430.7741935483871
2014-05-21,429.7096774193548
2014-05-22,428.64516129032256
2014-05-23,427.5806451612903
2014-05-24,426.51612903225805
2014-05-25,425.4516129032258
2014-05-26,424.38709677419354
2014-05-27,423.3225806451613
2014-05-28,422.258064516129
2014-05-29,421.19354838709677
2014-05-30,420.1290322580645
2014-05-31,419.06451612903226
2014-06-01,418.0
2014-06-02,417.46666666666664
2014-06-03,416.93333333333334
2014-06-04,416.4
2014-06-05,415.8666666666667
2014-06-06,415.3333333333333
2014-06-07,414.8
2014-06-08,414.26666666666665
2014-06-09,413.73333333333335
2014-06-10,413.2
2014-06-11,412.6666666666667
2014-06-12,412.1333333333333
2014-06-13,411.6
2014-06-14,411.06666666666666
2014-06-15,410.53333333333336
2014-06-16,410.0
2014-06-17,409.46666666666664
2014-06-18,408.93333333333334
2014-06-19,408.4
2014-06-20,407.8666666666667
2014-06-21,407.3333333333333
2014-06-22,406.8
2014-06-23,406.26666666666665
2014-06-24,405.73333333333335
2014-06-25,405.2
2014-06-26,404.6666666666667
2014-06-27,404.1333333333333
2014-06-28,403.6
2014-06-29,403.06666666666666
2014-06-30,402.53333333333336
2014-07-01,402.0
2014-07-02,403.741935483871
2014-07-03,405.48387096774195
2014-07-04,407.2258064516129
2014-07-05,408.96774193548384
2014-07-06,410.7096774193548
2014-07-07,412.4516129032258
2014-07-08,414.19354838709677
2014-07-09,415.93548387096774
2014-07-10,417.6774193548387
2014-07-11,419.4193548387097
2014-07-12,421.16129032258067
2014-07-13,422.9032258064516
2014-07-14,424.64516129032256
2014-07-15,426.38709677419354
2014-07-16,428.1290322580645
2014-07-17,429.8709677419355
2014-07-18,431.61290322580646
2014-07-19,433.35483870967744
2014-07-20,435.0967741935484
2014-07-21,436.83870967741933
2014-07-22,438.5806451612903
2014-07-23,440.3225806451613
2014-07-24,442.06451612903226
2014-07-25,443.80645161290323
2014-07-26,445.5483870967742
2014-07-27,447.2903225806452
2014-07-28,449.0322580645161
2014-07-29,450.7741935483871
2014-07-30,452.51612903225805
2014-07-31,454.258064516129
2014-08-01,456.0
2014-08-02,456.4516129032258
2014-08-03,456.9032258064516
2014-08-04,457.35483870967744
2014-08-05,457.80645161290323
2014-08-06,458.258064516129
2014-08-07,458.7096774193548
2014-08-08,459.16129032258067
2014-08-09,459.61290322580646
2014-08-10,460.06451612903226
2014-08-11,460.51612903225805
2014-08-12,460.96774193548384
2014-08-13,461.4193548387097
2014-08-14,461.8709677419355
2014-08-15,462.3225806451613
2014-08-16,462.7741935483871
2014-08-17,463.2258064516129
2014-08-18,463.6774193548387
2014-08-19,464.1290322580645
2014-08-20,464.5806451612903
2014-08-21,465.0322580645161
2014-08-22,465.48387096774195
2014-08-23,465.93548387096774
2014-08-24,466.38709677419354
2014-08-25,466.83870967741933
2014-08-26,467.2903225806452
2014-08-27,467.741935483871
2014-08-28,468.19354838709677
2014-08-29,468.64516129032256
2014-08-30,469.0967741935484
2014-08-31,469.5483870967742
2014-09-01,470.0
2014-09-02,470.2
2014-09-03,470.4
2014-09-04,470.6
2014-09-05,470.8
2014-09-06,471.0
2014-09-07,471.2
2014-09-08,471.4
2014-09-09,471.6
2014-09-10,471.8
2014-09-11,472.0
2014-09-12,472.2
2014-09-13,472.4
2014-09-14,472.6
2014-09-15,472.8
2014-09-16,473.0
2014-09-17,473.2
2014-09-18,473.4
2014-09-19,473.6
2014-09-20,473.8
2014-09-21,474.0
2014-09-22,474.2
2014-09-23,474.4
2014-09-24,474.6
2014-09-25,474.8
2014-09-26,475.0
2014-09-27,475.2
2014-09-28,475.4
2014-09-29,475.6
2014-09-30,475.8
2014-10-01,476.0
2014-10-02,474.9032258064516
2014-10-03,473.80645161290323
2014-10-04,472.7096774193548
2014-10-05,471.61290322580646
2014-10-06,470.51612903225805
2014-10-07,469.4193548387097
2014-10-08,468.3225806451613
2014-10-09,467.2258064516129
2014-10-10,466.1290322580645
2014-10-11,465.03225806451616
2014-10-12,463.93548387096774
2014-10-13,462.83870967741933
2014-10-14,461.741935483871
2014-10-15,460.64516129032256
2014-10-16,459.5483870967742
2014-10-17,458.4516129032258
2014-10-18,457.35483870967744
2014-10-19,456.258064516129
2014-10-20,455.16129032258067
2014-10-21,454.06451612903226
2014-10-22,452.9677419354839
2014-10-23,451.8709677419355
2014-10-24,450.7741935483871
2014-10-25,449.6774193548387
2014-10-26,448.5806451612903
2014-10-27,447.48387096774195
2014-10-28,446.38709677419354
2014-10-29,445.2903225806452
2014-10-30,444.19354838709677
2014-10-31,443.0967741935484
2014-11-01,442.0
2014-11-02,443.8333333333333
2014-11-03,445.6666666666667
2014-11-04,447.5
2014-11-05,449.3333333333333
2014-11-06,451.1666666666667
2014-11-07,453.0
2014-11-08,454.8333333333333
2014-11-09,456.6666666666667
2014-11-10,458.5
2014-11-11,460.3333333333333
2014-11-12,462.1666666666667
2014-11-13,464.0
2014-11-14,465.8333333333333
2014-11-15,467.6666666666667
2014-11-16,469.5
2014-11-17,471.3333333333333
2014-11-18,473.1666666666667
2014-11-19,475.0
2014-11-20,476.8333333333333
2014-11-21,478.6666666666667
2014-11-22,480.5
2014-11-23,482.3333333333333
2014-11-24,484.1666666666667
2014-11-25,486.0
2014-11-26,487.8333333333333
2014-11-27,489.6666666666667
2014-11-28,491.5
2014-11-29,493.3333333333333
2014-11-30,495.1666666666667
2014-12-01,497.0
2014-12-02,497.6774193548387
2014-12-03,498.35483870967744
2014-12-04,499.03225806451616
2014-12-05,499.7096774193548
2014-12-06,500.38709677419354
2014-12-07,501.06451612903226
2014-12-08,501.741935483871
2014-12-09,502.4193548387097
2014-12-10,503.0967741935484
2014-12-11,503.7741935483871
2014-12-12,504.4516129032258
2014-12-13,505.1290322580645
2014-12-14,505.80645161290323
2014-12-15,506.48387096774195
2014-12-16,507.16129032258067
2014-12-17,507.83870967741933
2014-12-18,508.51612903225805
2014-12-19,509.19354838709677
2014-12-20,509.8709677419355
2014-12-21,510.5483870967742
2014-12-22,511.2258064516129
2014-12-23,511.9032258064516
2014-12-24,512.5806451612904
2014-12-25,513.258064516129
2014-12-26,513.9354838709677
2014-12-27,514.6129032258065
2014-12-28,515.2903225806451
2014-12-29,515.9677419354839
2014-12-30,516.6451612903226
2014-12-31,517.3225806451613
2015-01-01,518.0
2015-01-02,518.8387096774194
2015-01-03,519.6774193548387
2015-01-04,520.516129032258
2015-01-05,521.3548387096774
2015-01-06,522.1935483870968
2015-01-07,523.0322580645161
2015-01-08,523.8709677419355
2015-01-09,524.7096774193549
2015-01-10,525.5483870967741
2015-01-11,526.3870967741935
2015-01-12,527.2258064516129
2015-01-13,528.0645161290323
2015-01-14,528.9032258064516
2015-01-15,529.741935483871
2015-01-16,530.5806451612904
2015-01-17,531.4193548387096
2015-01-18,532.258064516129
2015-01-19,533.0967741935484
2015-01-20,533.9354838709677
2015-01-21,534.7741935483871
2015-01-22,535.6129032258065
2015-01-23,536.4516129032259
2015-01-24,537.2903225806451
2015-01-25,538.1290322580645
2015-01-26,538.9677419354839
2015-01-27,539.8064516129032
2015-01-28,540.6451612903226
2015-01-29,541.483870967742
2015-01-30,542.3225806451613
2015-01-31,543.1612903225806
2015-02-01,544.0
2015-02-02,541.7142857142857
2015-02-03,539.4285714285714
2015-02-04,537.1428571428571
2015-02-05,534.8571428571429
2015-02-06,532.5714285714286
2015-02-07,530.2857142857143
2015-02-08,528.0
2015-02-09,525.7142857142857
2015-02-10,523.4285714285714
2015-02-11,521.1428571428571
2015-02-12,518.8571428571429
2015-02-13,516.5714285714286
2015-02-14,514.2857142857143
2015-02-15,512.0
2015-02-16,509.7142857142857
2015-02-17,507.42857142857144
2015-02-18,505.14285714285717
2015-02-19,502.8571428571429
2015-02-20,500.57142857142856
2015-02-21,498.2857142857143
2015-02-22,496.0
2015-02-23,493.7142857142857
2015-02-24,491.42857142857144
2015-02-25,489.14285714285717
2015-02-26,486.8571428571429
2015-02-27,484.57142857142856
2015-02-28,482.2857142857143
2015-03-01,480.0
2015-03-02,480.6774193548387
2015-03-03,481.35483870967744
2015-03-04,482.03225806451616
2015-03-05,482.7096774193548
2015-03-06,483.38709677419354
2015-03-07,484.06451612903226
2015-03-08,484.741935483871
2015-03-09,485.4193548387097
2015-03-10,486.0967741935484
2015-03-11,486.7741935483871
2015-03-12,487.4516129032258
2015-03-13,488.1290322580645
2015-03-14,488.80645161290323
2015-03-15,489.48387096774195
2015-03-16,490.16129032258067
2015-03-17,490.83870967741933
2015-03-18,491.51612903225805
2015-03-19,492.19354838709677
2015-03-20,492.8709677419355
2015-03-21,493.5483870967742
2015-03-22,494.2258064516129
2015-03-23,494.9032258064516
2015-03-24,495.5806451612903
2015-03-25,496.258064516129
2015-03-26,496.93548387096774
2015-03-27,497.61290322580646
2015-03-28,498.2903225806452
2015-03-29,498.96774193548384
2015-03-30,499.64516129032256
2015-03-31,500.3225806451613
2015-04-01,501.0
2015-04-02,500.96666666666664
2015-04-03,500.93333333333334
2015-04-04,500.9
2015-04-05,500.8666666666667
2015-04-06,500.8333333333333
2015-04-07,500.8
2015-04-08,500.76666666666665
2015-04-09,500.73333333333335
2015-04-10,500.7
2015-04-11,500.6666666666667
2015-04-12,500.6333333333333
2015-04-13,500.6
2015-04-14,500.56666666666666
2015-04-15,500.53333333333336
2015-04-16,500.5
2015-04-17,500.46666666666664
2015-04-18,500.43333333333334
2015-04-19,500.4
2015-04-20,500.3666666666667
2015-04-21,500.3333333333333
2015-04-22,500.3
2015-04-23,500.26666666666665
2015-04-24,500.23333333333335
2015-04-25,500.2
2015-04-26,500.1666666666667
2015-04-27,500.1333333333333
2015-04-28,500.1
2015-04-29,500.06666666666666
2015-04-30,500.03333333333336
2015-05-01,500.0
2015-05-02,499.35483870967744
2015-05-03,498.7096774193548
2015-05-04,498.06451612903226
2015-05-05,497.4193548387097
2015-05-06,496.7741935483871
2015-05-07,496.1290322580645
2015-05-08,495.48387096774195
2015-05-09,494.83870967741933
2015-05-10,494.19354838709677
2015-05-11,493.5483870967742
2015-05-12,492.9032258064516
2015-05-13,492.258064516129
2015-05-14,491.61290322580646
2015-05-15,490.9677419354839
2015-05-16,490.3225806451613
2015-05-17,489.6774193548387
2015-05-18,489.03225806451616
2015-05-19,488.38709677419354
2015-05-20,487.741935483871
2015-05-21,487.0967741935484
2015-05-22,486.4516129032258
2015-05-23,485.80645161290323
2015-05-24,485.16129032258067
2015-05-25,484.51612903225805
2015-05-26,483.8709677419355
2015-05-27,483.2258064516129
2015-05-28,482.5806451612903
2015-05-29,481.93548387096774
2015-05-30,481.2903225806452
2015-05-31,480.64516129032256
2015-06-01,480.0
2015-06-02,480.6333333333333
2015-06-03,481.26666666666665
2015-06-04,481.9
2015-06-05,482.53333333333336
2015-06-06,483.1666666666667
2015-06-07,483.8
2015-06-08,484.43333333333334
2015-06-09,485.06666666666666
2015-06-10,485.7
2015-06-11,486.3333333333333
2015-06-12,486.96666666666664
2015-06-13,487.6
2015-06-14,488.23333333333335
2015-06-15,488.8666666666667
2015-06-16,489.5
2015-06-17,490.1333333333333
2015-06-18,490.76666666666665
2015-06-19,491.4
2015-06-20,492.03333333333336
2015-06-21,492.6666666666667
2015-06-22,493.3
2015-06-23,493.93333333333334
2015-06-24,494.56666666666666
2015-06-25,495.2
2015-06-26,495.8333333333333
2015-06-27,496.46666666666664
2015-06-28,497.1
2015-06-29,497.73333333333335
2015-06-30,498.3666666666667
2015-07-01,499.0
2015-07-02,499.7096774193548
2015-07-03,500.4193548387097
2015-07-04,501.1290322580645
2015-07-05,501.83870967741933
2015-07-06,502.5483870967742
2015-07-07,503.258064516129
2015-07-08,503.96774193548384
2015-07-09,504.6774193548387
2015-07-10,505.38709677419354
2015-07-11,506.0967741935484
2015-07-12,506.80645161290323
2015-07-13,507.51612903225805
2015-07-14,508.2258064516129
2015-07-15,508.93548387096774
